win,lose,probability
Washington Wizards,Minnesota Timberwolves,0.602879355541892
Sacramento Kings,Orlando Magic,0.546123553312298
San Antonio Spurs,Atlanta Hawks,0.7607823934581953
Toronto Raptors,Dallas Mavericks,0.7588784445753952
Los Angeles Clippers,Utah Jazz,0.5875724675883093
Oklahoma City Thunder,Brooklyn Nets,0.9183171035894031
Cleveland Cavaliers,Detroit Pistons,0.8111353100935487
Golden State Warriors,Philadelphia 76ers,0.983127488317122
Portland Trail Blazers,New Orleans Pelicans,0.6939883624450056
Indiana Pacers,New York Knicks,0.6574718295039854
Boston Celtics,Minnesota Timberwolves,0.7826833577755395
Chicago Bulls,Memphis Grizzlies,0.6655065412211634
Detroit Pistons,Utah Jazz,0.5665538416831458
Houston Rockets,Los Angeles Lakers,0.8801335958948204
Charlotte Hornets,Indiana Pacers,0.5078845835897172
Los Angeles Clippers,Milwaukee Bucks,0.8340313751179654
Miami Heat,New Orleans Pelicans,0.8252865354013338
Sacramento Kings,Phoenix Suns,0.5709497610440936
San Antonio Spurs,Portland Trail Blazers,0.7956335731792242
Washington Wizards,Dallas Mavericks,0.573098326844878
Atlanta Hawks,Memphis Grizzlies,0.7406948458864959
Cleveland Cavaliers,Utah Jazz,0.8274050913467771
Los Angeles Clippers,Denver Nuggets,0.754325858669003
Golden State Warriors,Orlando Magic,0.9168101077652056
New York Knicks,Brooklyn Nets,0.7617789204771653
Oklahoma City Thunder,Toronto Raptors,0.5478065970478844
Boston Celtics,Brooklyn Nets,0.8363369995010557
Toronto Raptors,Detroit Pistons,0.6487961588536564
Milwaukee Bucks,Los Angeles Lakers,0.591893644778864
Miami Heat,Minnesota Timberwolves,0.7936690737200507
Houston Rockets,New Orleans Pelicans,0.6397977354508908
Dallas Mavericks,Philadelphia 76ers,0.834348743852011
Orlando Magic,Phoenix Suns,0.595606245306853
Washington Wizards,Chicago Bulls,0.6070078683828349
Atlanta Hawks,Portland Trail Blazers,0.5799351043097709
Chicago Bulls,Utah Jazz,0.5683980759678888
Charlotte Hornets,Washington Wizards,0.6606306864402196
Houston Rockets,Denver Nuggets,0.6219138888475333
Golden State Warriors,Milwaukee Bucks,0.935438319235527
Cleveland Cavaliers,Los Angeles Clippers,0.6189739566841079
San Antonio Spurs,Memphis Grizzlies,0.8602192957123141
Oklahoma City Thunder,Sacramento Kings,0.8693156545721477
Dallas Mavericks,Brooklyn Nets,0.7467484977949395
Detroit Pistons,Phoenix Suns,0.8214909580474584
Cleveland Cavaliers,Los Angeles Lakers,0.9221171770471234
Miami Heat,Portland Trail Blazers,0.6014921604956036
New Orleans Pelicans,Minnesota Timberwolves,0.5291336827071378
Boston Celtics,Philadelphia 76ers,0.8972138472417377
San Antonio Spurs,Sacramento Kings,0.9036450483562829
Toronto Raptors,Indiana Pacers,0.6842724915262209
Boston Celtics,Washington Wizards,0.6635108734039353
Charlotte Hornets,Atlanta Hawks,0.5326410170139787
Houston Rockets,Denver Nuggets,0.704070189024713
Indiana Pacers,Utah Jazz,0.6141494676870207
Los Angeles Clippers,New York Knicks,0.8453832175460283
Golden State Warriors,Oklahoma City Thunder,0.6521841912142625
Orlando Magic,Philadelphia 76ers,0.8786062229837585
Detroit Pistons,Brooklyn Nets,0.7781649064455721
Golden State Warriors,Dallas Mavericks,0.8390249183652375
Los Angeles Clippers,Los Angeles Lakers,0.858504257041406
Miami Heat,Phoenix Suns,0.879194763491657
San Antonio Spurs,Minnesota Timberwolves,0.8903906625450403
Memphis Grizzlies,New Orleans Pelicans,0.5229228939561812
Portland Trail Blazers,Milwaukee Bucks,0.8527650236241551
Toronto Raptors,Chicago Bulls,0.7836031984459396
Boston Celtics,Indiana Pacers,0.5868574229754298
Chicago Bulls,Detroit Pistons,0.5412498421548798
Cleveland Cavaliers,Denver Nuggets,0.8569718111098521
Oklahoma City Thunder,Philadelphia 76ers,0.9694906144871286
Charlotte Hornets,Orlando Magic,0.6560086238562414
Sacramento Kings,Milwaukee Bucks,0.6126914624661026
Utah Jazz,New York Knicks,0.7616145844078788
Atlanta Hawks,Washington Wizards,0.5709984326316471
Brooklyn Nets,Phoenix Suns,0.5283734945211602
Los Angeles Clippers,Dallas Mavericks,0.5954114756055483
Toronto Raptors,Miami Heat,0.5387736567491834
Portland Trail Blazers,New York Knicks,0.8630459355596147
San Antonio Spurs,Memphis Grizzlies,0.8895644938183809
Boston Celtics,Phoenix Suns,0.8720284737403665
Chicago Bulls,Philadelphia 76ers,0.9171199323544933
Cleveland Cavaliers,Charlotte Hornets,0.6715794789693127
Golden State Warriors,Sacramento Kings,0.9242285669174496
Houston Rockets,New Orleans Pelicans,0.7535363759186424
Indiana Pacers,Denver Nuggets,0.7389300366713744
Minnesota Timberwolves,Los Angeles Lakers,0.6195479627029284
Atlanta Hawks,Milwaukee Bucks,0.7329942169643644
Detroit Pistons,Orlando Magic,0.5644325472623128
Washington Wizards,Brooklyn Nets,0.8501712854101198
Cleveland Cavaliers,Washington Wizards,0.8300510896286579
Toronto Raptors,Dallas Mavericks,0.6396123594538102
Los Angeles Clippers,Utah Jazz,0.7063258392228624
Portland Trail Blazers,Minnesota Timberwolves,0.837619745332448
San Antonio Spurs,New York Knicks,0.9237850685058061
Atlanta Hawks,Brooklyn Nets,0.8949308343436168
Boston Celtics,Miami Heat,0.5584421517971905
Charlotte Hornets,Phoenix Suns,0.8705849782831978
Denver Nuggets,New Orleans Pelicans,0.5984165362510654
Golden State Warriors,Memphis Grizzlies,0.9128658873189865
Oklahoma City Thunder,Houston Rockets,0.727803690974437
Indiana Pacers,Philadelphia 76ers,0.9304300123380288
Los Angeles Clippers,Sacramento Kings,0.8088130664984012
Portland Trail Blazers,Los Angeles Lakers,0.805828467396078
Chicago Bulls,Milwaukee Bucks,0.5717976826625348
Oklahoma City Thunder,Dallas Mavericks,0.7244737810049684
Detroit Pistons,New York Knicks,0.6112674676547925
Sacramento Kings,Memphis Grizzlies,0.5335460852282609
San Antonio Spurs,Cleveland Cavaliers,0.5771015619197498
Toronto Raptors,Orlando Magic,0.8243456119106781
Utah Jazz,New Orleans Pelicans,0.7625572437763254
Atlanta Hawks,Phoenix Suns,0.8693981124382715
Brooklyn Nets,Philadelphia 76ers,0.7277950547871568
Charlotte Hornets,Milwaukee Bucks,0.7996855526874052
Miami Heat,Detroit Pistons,0.5393411651448508
Golden State Warriors,Houston Rockets,0.8412737206938397
Indiana Pacers,Minnesota Timberwolves,0.7475945119170438
Washington Wizards,Los Angeles Lakers,0.7483861172479278
Portland Trail Blazers,Denver Nuggets,0.8313484613593234
Boston Celtics,Milwaukee Bucks,0.8017397670656705
Los Angeles Clippers,Washington Wizards,0.7101778688979591
Indiana Pacers,Memphis Grizzlies,0.6148728715612459
Dallas Mavericks,New Orleans Pelicans,0.6084146133572681
Miami Heat,New York Knicks,0.6831303413588765
Oklahoma City Thunder,Orlando Magic,0.8059436367850701
Atlanta Hawks,Philadelphia 76ers,0.899997449829378
Utah Jazz,Sacramento Kings,0.5691113975348825
Golden State Warriors,San Antonio Spurs,0.5708151161890632
Toronto Raptors,Charlotte Hornets,0.642560644011355
Cleveland Cavaliers,Chicago Bulls,0.7479074492341293
Detroit Pistons,Brooklyn Nets,0.854825610686913
Minnesota Timberwolves,Los Angeles Lakers,0.7801340036554051
Los Angeles Clippers,Phoenix Suns,0.8241460540725651
Portland Trail Blazers,Houston Rockets,0.7210086077940046
Boston Celtics,Orlando Magic,0.7546528999427154
Charlotte Hornets,Denver Nuggets,0.77260693160252
Cleveland Cavaliers,Philadelphia 76ers,0.9757756050041391
Golden State Warriors,Houston Rockets,0.8660423435424395
Dallas Mavericks,Memphis Grizzlies,0.5236768572666388
Miami Heat,New York Knicks,0.8245356106762793
Detroit Pistons,Milwaukee Bucks,0.6463644904454834
New Orleans Pelicans,Sacramento Kings,0.5150808345101292
San Antonio Spurs,Oklahoma City Thunder,0.5813718244011445
Toronto Raptors,Indiana Pacers,0.6842724915262209
Utah Jazz,Washington Wizards,0.5887885563862081
Orlando Magic,Brooklyn Nets,0.6641435064118333
Atlanta Hawks,Chicago Bulls,0.5600575018302507
Los Angeles Clippers,Los Angeles Lakers,0.9295745623724477
Minnesota Timberwolves,Sacramento Kings,0.5321035547399079
Portland Trail Blazers,Phoenix Suns,0.9070608819807618
Atlanta Hawks,Brooklyn Nets,0.8404761119498835
Cleveland Cavaliers,Indiana Pacers,0.7786814759748335
Golden State Warriors,Washington Wizards,0.8760092798282759
Memphis Grizzlies,Los Angeles Lakers,0.6673120427222123
Miami Heat,Denver Nuggets,0.7861337670793218
Dallas Mavericks,Milwaukee Bucks,0.6057394632862914
Chicago Bulls,New Orleans Pelicans,0.5745413757425004
Boston Celtics,New York Knicks,0.6961140638197754
Oklahoma City Thunder,Charlotte Hornets,0.6971751091472765
Houston Rockets,Phoenix Suns,0.7151552203503193
San Antonio Spurs,Utah Jazz,0.8420668404502274
Toronto Raptors,Philadelphia 76ers,0.961259171951774
Cleveland Cavaliers,Orlando Magic,0.8839720103206171
Golden State Warriors,Minnesota Timberwolves,0.9280799835814564
Toronto Raptors,Indiana Pacers,0.6027096162556126
New Orleans Pelicans,Denver Nuggets,0.5178069244925045
Chicago Bulls,New York Knicks,0.5346284010812428
Oklahoma City Thunder,Milwaukee Bucks,0.8876618700981384
Brooklyn Nets,Philadelphia 76ers,0.5437193786240109
Dallas Mavericks,Sacramento Kings,0.5534230187042193
San Antonio Spurs,Memphis Grizzlies,0.8895644938183809
Utah Jazz,Portland Trail Blazers,0.5064631370319731
Charlotte Hornets,Washington Wizards,0.5659979876751424
Cleveland Cavaliers,Boston Celtics,0.6687338746509655
Charlotte Hornets,Miami Heat,0.5552654302641429
Toronto Raptors,Detroit Pistons,0.6487961588536564
Houston Rockets,Denver Nuggets,0.704070189024713
Los Angeles Clippers,Dallas Mavericks,0.7193665244253109
Oklahoma City Thunder,Memphis Grizzlies,0.8073887039487604
Golden State Warriors,Phoenix Suns,0.943176455524808
San Antonio Spurs,Los Angeles Lakers,0.9669541210182129
Atlanta Hawks,Boston Celtics,0.537631014463305
Indiana Pacers,Milwaukee Bucks,0.7688190169506425
Washington Wizards,New York Knicks,0.5803128376447916
Orlando Magic,Brooklyn Nets,0.7950972743487571
Chicago Bulls,Philadelphia 76ers,0.8140460972811598
Portland Trail Blazers,Minnesota Timberwolves,0.837619745332448
Cleveland Cavaliers,Atlanta Hawks,0.7408965068494279
San Antonio Spurs,Dallas Mavericks,0.79425127972509
Denver Nuggets,New Orleans Pelicans,0.5984165362510654
Houston Rockets,Detroit Pistons,0.5451730177188628
Sacramento Kings,Los Angeles Lakers,0.6327320275335011
Memphis Grizzlies,New York Knicks,0.6598757349938998
Oklahoma City Thunder,Phoenix Suns,0.8933165143677744
Toronto Raptors,Miami Heat,0.6586602529794287
Utah Jazz,Minnesota Timberwolves,0.7233926023035863
Chicago Bulls,Brooklyn Nets,0.7193211518974045
Charlotte Hornets,Boston Celtics,0.5402384597410771
Golden State Warriors,New Orleans Pelicans,0.940641199706216
Indiana Pacers,Orlando Magic,0.6126763431179922
Milwaukee Bucks,Philadelphia 76ers,0.7198295016680936
Portland Trail Blazers,Utah Jazz,0.7348922992226515
San Antonio Spurs,Los Angeles Clippers,0.7269953171496828
Miami Heat,Washington Wizards,0.5485236219168856
Cleveland Cavaliers,Atlanta Hawks,0.673889735124376
Oklahoma City Thunder,Denver Nuggets,0.8458217236504547
Minnesota Timberwolves,Los Angeles Lakers,0.6195479627029284
Detroit Pistons,Memphis Grizzlies,0.5667091808782447
Toronto Raptors,New York Knicks,0.7728117165761679
Dallas Mavericks,Phoenix Suns,0.687127010769883
Houston Rockets,Sacramento Kings,0.586216005738917
Boston Celtics,Brooklyn Nets,0.897107818217745
Chicago Bulls,Orlando Magic,0.6766820122174351
Detroit Pistons,Washington Wizards,0.5711260274132447
Golden State Warriors,Utah Jazz,0.8739701786247558
Los Angeles Clippers,Houston Rockets,0.6915739872531179
Cleveland Cavaliers,Miami Heat,0.6539961593090773
Charlotte Hornets,Milwaukee Bucks,0.7289857841192732
Indiana Pacers,Philadelphia 76ers,0.8797252037724439
San Antonio Spurs,Portland Trail Blazers,0.6545343189038086
Atlanta Hawks,Charlotte Hornets,0.5351024404543255
Dallas Mavericks,Denver Nuggets,0.7075471467164314
New Orleans Pelicans,Los Angeles Lakers,0.5700933236791678
Oklahoma City Thunder,Minnesota Timberwolves,0.8469343490307714
Sacramento Kings,Phoenix Suns,0.7271976050258419
Boston Celtics,Milwaukee Bucks,0.8017397670656705
Chicago Bulls,Brooklyn Nets,0.8557555788500577
Cleveland Cavaliers,Toronto Raptors,0.6650299185657119
Golden State Warriors,Los Angeles Lakers,0.9743966283340808
Houston Rockets,Minnesota Timberwolves,0.7134429429644051
Atlanta Hawks,Indiana Pacers,0.5129784563008645
Los Angeles Clippers,Sacramento Kings,0.8088130664984012
Dallas Mavericks,Memphis Grizzlies,0.5236768572666388
Miami Heat,Washington Wizards,0.6780428297308371
New York Knicks,Philadelphia 76ers,0.8564146861087277
Oklahoma City Thunder,Denver Nuggets,0.8705508073329494
Detroit Pistons,Orlando Magic,0.5644325472623128
Portland Trail Blazers,New Orleans Pelicans,0.8636593020358867
San Antonio Spurs,Utah Jazz,0.7888989283145815
